Amount,Means,Business,decision
710,Card,True,approve
4769,Invoice,True,verify
1357,Card,False,approve
1087,Invoice,True,verify
882,Invoice,False,verify
2493,Invoice,True,verify
9362,Invoice,True,verify
1462,Cash,True,reject
105,Cash,False,approve
6569,Invoice,True,verify
1351,Card,True,approve
252,Cash,True,approve
1258,Cash,True,reject
377,Cash,True,approve
6890,Card,True,verify
9457,Cash,False,reject
1344,Invoice,True,verify
3664,Invoice,False,verify
3896,Invoice,True,verify
3449,Invoice,True,verify
5191,Invoice,True,verify
5867,Cash,True,reject
1376,Invoice,True,verify
256,Card,True,approve
2207,Cash,False,reject
66,Invoice,False,verify
8756,Invoice,True,verify
3978,Invoice,False,verify
2278,Invoice,True,verify
575,Card,False,approve
6272,Cash,True,reject
4910,Invoice,True,verify
5385,Invoice,True,verify
998,Cash,False,approve
1642,Cash,True,reject
4063,Cash,False,reject
1201,Cash,False,reject
1473,Invoice,True,verify
1547,Cash,True,reject
7806,Cash,True,reject
8555,Cash,True,reject
5630,Cash,True,reject
1452,Cash,False,reject
960,Cash,False,approve
371,Card,True,approve
2876,Invoice,True,verify
3336,Card,True,approve
7301,Cash,True,reject
9136,Invoice,True,verify
591,Invoice,True,approve
473,Cash,True,approve
4210,Card,True,approve
7547,Invoice,True,verify
1431,Cash,True,reject
2308,Cash,True,reject
345,Invoice,True,approve
5737,Card,True,verify
8544,Cash,True,reject
435,Cash,True,approve
6814,Cash,True,reject
3708,Invoice,True,verify
1408,Cash,True,reject
5989,Cash,True,reject
1498,Invoice,True,verify
1331,Cash,False,reject
1179,Invoice,False,verify
6468,Cash,True,reject
6925,Invoice,True,verify
309,Invoice,True,approve
6914,Invoice,True,verify
9464,Cash,True,reject
1109,Invoice,True,verify
47,Invoice,True,approve
325,Invoice,True,approve
831,Cash,True,verify
5112,Cash,True,reject
4967,Card,True,approve
7659,Card,False,verify
3670,Invoice,True,verify
1911,Invoice,True,verify
5584,Invoice,True,verify
6478,Invoice,False,verify
3620,Cash,True,reject
9386,Card,False,verify
927,Cash,False,approve
617,Invoice,True,approve
205,Invoice,True,approve
791,Invoice,False,verify
588,Cash,True,verify
3391,Cash,False,reject
3481,Invoice,True,verify
5863,Cash,True,reject
857,Invoice,False,verify
5372,Invoice,False,verify
466,Invoice,False,verify
1410,Cash,False,reject
4610,Invoice,True,verify
2792,Invoice,False,verify
4963,Card,True,approve
7048,Invoice,False,verify
1399,Invoice,True,verify
2087,Card,True,approve
1876,Card,False,approve
9889,Card,False,verify
6951,Invoice,False,verify
4662,Card,True,approve
2168,Cash,True,reject
6840,Invoice,True,verify
1501,Cash,False,reject
2002,Cash,True,reject
1858,Cash,False,reject
5435,Card,True,verify
5485,Cash,True,reject
740,Invoice,True,approve
5775,Cash,True,reject
685,Invoice,True,approve
1506,Cash,True,reject
1682,Cash,True,reject
6712,Cash,False,reject
1332,Invoice,True,verify
1433,Cash,True,reject
196,Invoice,True,approve
7277,Invoice,False,verify
3483,Cash,True,reject
7665,Cash,True,reject
6236,Invoice,True,verify
1465,Cash,False,reject
9780,Cash,True,reject
4958,Invoice,True,verify
3807,Invoice,True,verify
4970,Cash,True,reject
1577,Invoice,True,verify
1928,Invoice,True,verify
4924,Invoice,True,verify
8090,Cash,True,reject
483,Cash,False,approve
6630,Invoice,True,verify
159,Invoice,False,verify
408,Invoice,False,verify
7421,Invoice,False,verify
1636,Invoice,True,verify
3085,Invoice,True,verify
4413,Cash,True,reject
1951,Cash,False,reject
6871,Card,True,verify
1412,Invoice,True,verify
693,Cash,True,verify
1379,Card,True,approve
1832,Cash,False,reject
6271,Invoice,True,verify
6694,Cash,True,reject
458,Cash,True,approve
5893,Cash,False,reject
1181,Invoice,False,verify
633,Cash,True,verify
5787,Invoice,False,verify
7011,Cash,True,reject
3985,Cash,True,reject
1082,Cash,False,reject
7160,Invoice,False,verify
1707,Invoice,True,verify
415,Invoice,True,approve
1700,Invoice,True,verify
136,Invoice,True,approve
4832,Invoice,True,verify
1281,Cash,True,reject
1472,Cash,False,reject
2040,Invoice,True,verify
1705,Invoice,True,verify
5867,Cash,False,reject
61,Invoice,False,verify
5451,Cash,True,reject
1776,Cash,False,reject
1916,Invoice,True,verify
8345,Cash,False,reject
3204,Cash,True,reject
2264,Cash,True,reject
4896,Invoice,True,verify
3470,Cash,True,reject
1922,Cash,False,reject
1489,Invoice,True,verify
1928,Cash,True,reject
6172,Invoice,True,verify
1104,Cash,True,reject
4845,Invoice,False,verify
4683,Invoice,True,verify
3043,Cash,False,reject
1445,Invoice,True,verify
861,Cash,True,verify
2069,Cash,True,reject
8777,Cash,False,reject
5222,Cash,True,reject
1369,Invoice,False,verify
612,Cash,False,approve
1915,Invoice,True,verify
1273,Invoice,True,verify
275,Cash,False,approve
3549,Invoice,True,verify
66,Invoice,True,approve
6476,Invoice,True,verify
4245,Cash,True,reject
2410,Cash,True,reject
5883,Invoice,True,verify
6148,Cash,False,reject
1457,Invoice,True,verify
2633,Card,True,approve
3286,Invoice,True,verify
399,Invoice,False,verify
1931,Cash,False,reject
432,Cash,True,approve
2032,Card,True,approve
9887,Invoice,False,verify
2595,Invoice,True,verify
8717,Invoice,False,verify
4201,Cash,True,reject
9224,Invoice,True,verify
87,Invoice,True,approve
6313,Invoice,False,verify
1846,Invoice,True,verify
4665,Cash,True,reject
4933,Invoice,True,verify
4612,Cash,True,reject
6287,Invoice,False,verify
3751,Cash,False,reject
55,Invoice,True,approve
4468,Invoice,True,verify
4706,Cash,True,reject
771,Invoice,True,approve
654,Invoice,True,approve
1749,Cash,True,reject
7158,Invoice,True,verify
8861,Cash,True,reject
1846,Card,False,approve
7288,Invoice,True,verify
249,Invoice,True,approve
6388,Card,True,verify
1208,Cash,True,reject
1941,Invoice,False,verify
226,Card,False,approve
217,Invoice,True,approve
1259,Invoice,True,verify
1611,Card,True,approve
770,Invoice,True,approve
2099,Invoice,True,verify
2488,Card,True,approve
797,Invoice,True,approve
489,Invoice,True,approve
1256,Cash,True,reject
229,Invoice,False,verify
767,Cash,True,verify
209,Invoice,True,approve
2809,Invoice,True,verify
583,Card,True,approve
3843,Invoice,True,verify
2622,Cash,True,reject
1035,Cash,False,reject
1736,Cash,True,reject
5166,Invoice,False,verify
955,Card,True,approve
5291,Cash,False,reject
5173,Invoice,True,verify
8121,Invoice,True,verify
1057,Invoice,True,verify
33,Cash,False,approve
9258,Cash,False,reject
1892,Invoice,True,verify
1811,Invoice,False,verify
9913,Cash,True,reject
1059,Cash,True,reject
6298,Invoice,True,verify
606,Invoice,False,verify
5242,Invoice,True,verify
6347,Invoice,False,verify
1436,Invoice,False,verify
7257,Card,False,verify
7613,Invoice,False,verify
4304,Cash,True,reject
1929,Invoice,False,verify
3411,Invoice,True,verify
1822,Cash,True,reject
1987,Invoice,True,verify
3698,Invoice,True,verify
8684,Invoice,True,verify
8559,Invoice,True,verify
2728,Cash,False,reject
1920,Card,True,approve
1941,Cash,False,reject
1709,Invoice,True,verify
846,Cash,False,approve
68,Cash,False,approve
6121,Cash,False,reject
785,Cash,True,verify
6504,Cash,True,reject
6217,Invoice,True,verify
8982,Cash,True,reject
1411,Cash,True,reject
4649,Invoice,False,verify
111,Invoice,True,approve
6495,Cash,True,reject
2706,Cash,True,reject
7211,Invoice,True,verify
1729,Card,False,approve
2938,Cash,True,reject
9364,Invoice,False,verify
1605,Cash,False,reject
4563,Invoice,True,verify
186,Cash,True,approve
7146,Invoice,False,verify
1127,Invoice,True,verify
1467,Cash,True,reject
5822,Cash,True,reject
790,Cash,False,approve
429,Cash,True,approve
807,Invoice,False,verify
4808,Invoice,False,verify
1264,Invoice,True,verify
6235,Cash,True,reject
446,Cash,True,approve
5019,Invoice,False,verify
1862,Invoice,True,verify
3638,Invoice,True,verify
1486,Cash,True,reject
6238,Cash,True,reject
1724,Cash,False,reject
518,Cash,True,verify
3373,Cash,True,reject
1686,Invoice,True,verify
9253,Cash,False,reject
3307,Cash,True,reject
1039,Cash,False,reject
408,Invoice,True,approve
1418,Cash,True,reject
1743,Cash,True,reject
4575,Cash,False,reject
2100,Invoice,True,verify
894,Cash,True,verify
2075,Cash,True,reject
2424,Cash,True,reject
2349,Invoice,True,verify
1137,Card,True,approve
756,Cash,True,verify
701,Cash,True,verify
837,Invoice,True,approve
6014,Invoice,True,verify
1172,Invoice,True,verify
1657,Cash,True,reject
9577,Invoice,True,verify
5171,Invoice,True,verify
746,Cash,False,approve
1945,Invoice,True,verify
684,Cash,True,verify
1252,Invoice,True,verify
2148,Invoice,True,verify
6699,Invoice,True,verify
1503,Invoice,False,verify
83,Invoice,True,approve
6341,Invoice,False,verify
1577,Cash,True,reject
1266,Invoice,False,verify
1465,Cash,True,reject
1092,Cash,True,reject
1245,Cash,False,reject
6403,Invoice,True,verify
488,Invoice,True,approve
623,Invoice,True,approve
198,Invoice,True,approve
1760,Cash,False,reject
750,Cash,False,approve
517,Invoice,True,approve
773,Cash,False,approve
706,Invoice,True,approve
281,Cash,False,approve
2196,Cash,False,reject
5913,Invoice,True,verify
1845,Cash,True,reject
2569,Cash,False,reject
1021,Cash,False,reject
6358,Cash,True,reject
4438,Invoice,True,verify
801,Cash,False,approve
754,Invoice,False,verify
2930,Invoice,True,verify
9723,Invoice,True,verify
9862,Invoice,False,verify
1904,Cash,True,reject
1169,Card,False,approve
3689,Invoice,True,verify
242,Cash,True,approve
9026,Invoice,True,verify
1573,Invoice,True,verify
634,Cash,True,verify
3800,Cash,True,reject
6524,Cash,True,reject
3576,Invoice,False,verify
94,Invoice,True,approve
1667,Card,True,approve
7898,Cash,True,reject
1922,Cash,True,reject
162,Cash,False,approve
5582,Cash,True,reject
831,Invoice,False,verify
7256,Cash,False,reject
1378,Invoice,True,verify
2524,Invoice,True,verify
5994,Cash,True,reject
1405,Invoice,True,verify
501,Cash,True,verify
6857,Invoice,True,verify
7550,Invoice,False,verify
7846,Invoice,False,verify
6104,Cash,True,reject
705,Invoice,False,verify
6299,Card,True,verify
6105,Card,True,verify
9774,Invoice,True,verify
3083,Invoice,True,verify
2569,Cash,True,reject
8083,Cash,False,reject
51,Cash,False,approve
3489,Cash,True,reject
5642,Invoice,True,verify
1001,Invoice,True,verify
1601,Cash,True,reject
3543,Cash,True,reject
1890,Invoice,True,verify
3077,Cash,True,reject
6355,Invoice,True,verify
2966,Invoice,False,verify
774,Invoice,True,approve
877,Cash,True,verify
596,Invoice,True,approve
410,Card,False,approve
2150,Card,True,approve
1712,Card,True,approve
6832,Card,False,verify
276,Cash,True,approve
3925,Cash,True,reject
5543,Cash,False,reject
1859,Card,True,approve
4618,Invoice,False,verify
116,Cash,True,approve
225,Cash,True,approve
4108,Invoice,True,verify
442,Invoice,False,verify
566,Invoice,False,verify
1970,Invoice,True,verify
4229,Cash,True,reject
5413,Cash,True,reject
1105,Cash,True,reject
1959,Cash,True,reject
2162,Invoice,False,verify
4165,Invoice,False,verify
6894,Invoice,True,verify
3998,Cash,True,reject
6736,Cash,True,reject
1547,Cash,False,reject
4262,Invoice,False,verify
910,Invoice,True,approve
9691,Cash,True,reject
409,Invoice,False,verify
1049,Cash,False,reject
1261,Cash,True,reject
1040,Cash,False,reject
1773,Invoice,True,verify
969,Invoice,True,approve
4788,Invoice,True,verify
3697,Invoice,False,verify
1293,Invoice,False,verify
949,Cash,False,approve
3687,Cash,True,reject
1742,Invoice,True,verify
224,Invoice,True,approve
4044,Cash,True,reject
4018,Invoice,True,verify
5757,Invoice,True,verify
2310,Invoice,True,verify
614,Invoice,True,approve
4336,Card,True,approve
6647,Invoice,True,verify
4611,Invoice,False,verify
6656,Cash,True,reject
1710,Card,True,approve
1625,Cash,True,reject
1352,Cash,True,reject
1246,Invoice,True,verify
1753,Card,True,approve
101,Cash,True,approve
3356,Cash,True,reject
7679,Invoice,True,verify
5291,Cash,True,reject
683,Invoice,True,approve
186,Invoice,True,approve
307,Invoice,True,approve
7634,Cash,False,reject
8383,Invoice,True,verify
4097,Cash,True,reject
5823,Cash,True,reject
4873,Invoice,True,verify
638,Invoice,True,approve
1567,Cash,False,reject
1952,Cash,True,reject
2465,Invoice,True,verify
594,Invoice,False,verify
1526,Cash,True,reject
338,Invoice,True,approve
828,Cash,False,approve
3840,Invoice,False,verify
3415,Invoice,False,verify
1709,Cash,True,reject
6471,Cash,False,reject
4271,Invoice,True,verify
6802,Cash,True,reject
5193,Invoice,False,verify
342,Card,True,approve
1476,Invoice,True,verify
196,Cash,True,approve
1327,Card,False,approve
4297,Cash,False,reject
1527,Invoice,True,verify
6492,Card,True,verify
1710,Cash,True,reject
593,Invoice,False,verify
74,Cash,True,approve
6114,Invoice,True,verify
1362,Cash,True,reject
612,Cash,True,verify
2979,Card,True,approve
1725,Invoice,True,verify
40,Invoice,False,verify
9595,Cash,True,reject
6300,Cash,True,reject
2734,Invoice,False,verify
1576,Invoice,True,verify
2432,Cash,True,reject
3715,Invoice,False,verify
789,Cash,True,verify
9550,Cash,True,reject
1165,Invoice,True,verify
3747,Invoice,True,verify
5087,Cash,False,reject
1993,Invoice,True,verify
50,Card,False,approve
1771,Cash,True,reject
2299,Card,False,approve
2398,Cash,True,reject
6576,Cash,True,reject
4173,Cash,False,reject
2463,Cash,True,reject
1702,Cash,True,reject
526,Invoice,True,approve
9199,Invoice,True,verify
1572,Cash,True,reject
4676,Invoice,True,verify
1443,Invoice,False,verify
4195,Invoice,True,verify
5059,Invoice,True,verify
509,Card,False,approve
946,Cash,True,verify
742,Invoice,False,verify
6424,Invoice,True,verify
631,Cash,True,verify
6008,Invoice,True,verify
809,Cash,True,verify
797,Cash,True,verify
4724,Cash,False,reject
5561,Invoice,False,verify
5203,Invoice,True,verify
1842,Invoice,True,verify
1261,Cash,True,reject
5044,Invoice,True,verify
1249,Invoice,True,verify
6334,Cash,False,reject
9701,Cash,True,reject
8713,Invoice,True,verify
1879,Invoice,True,verify
7422,Invoice,True,verify
6790,Cash,True,reject
690,Invoice,True,approve
3972,Invoice,True,verify
9316,Cash,True,reject
9169,Cash,True,reject
4145,Cash,True,reject
969,Invoice,True,approve
5716,Invoice,True,verify
1945,Card,True,approve
8246,Invoice,True,verify
7749,Invoice,True,verify
649,Cash,True,verify
4488,Invoice,True,verify
732,Invoice,True,approve
2331,Cash,True,reject
9912,Invoice,False,verify
1839,Invoice,True,verify
5060,Cash,False,reject
3131,Invoice,True,verify
2377,Invoice,False,verify
3912,Cash,True,reject
454,Cash,False,approve
649,Cash,True,verify
6684,Cash,False,reject
1808,Invoice,True,verify
1794,Card,True,approve
5357,Invoice,True,verify
704,Cash,False,approve
7027,Invoice,False,verify
2282,Invoice,True,verify
1196,Cash,False,reject
298,Invoice,False,verify
6166,Cash,True,reject
2159,Cash,False,reject
4498,Cash,True,reject
9804,Cash,True,reject
1606,Invoice,True,verify
1953,Cash,True,reject
239,Cash,False,approve
2925,Cash,True,reject
5929,Invoice,True,verify
837,Invoice,True,approve
113,Invoice,False,verify
4935,Invoice,True,verify
5325,Cash,True,reject
3211,Cash,False,reject
3773,Invoice,True,verify
1893,Cash,True,reject
5017,Cash,True,reject
725,Cash,True,verify
3969,Cash,True,reject
775,Card,False,approve
477,Invoice,False,verify
3807,Invoice,True,verify
7964,Invoice,False,verify
3494,Invoice,True,verify
781,Invoice,True,approve
775,Invoice,True,approve
1462,Cash,True,reject
424,Invoice,True,approve
416,Cash,False,approve
1135,Invoice,True,verify
1547,Invoice,True,verify
1614,Cash,True,reject
6596,Cash,True,reject
1525,Invoice,True,verify
372,Cash,False,approve
1423,Card,True,approve
450,Invoice,False,verify
3928,Cash,True,reject
4758,Cash,False,reject
2203,Cash,True,reject
872,Cash,False,approve
5644,Invoice,True,verify
1625,Cash,False,reject
8253,Invoice,True,verify
4453,Cash,True,reject
732,Cash,False,approve
367,Invoice,False,verify
1492,Invoice,True,verify
2600,Cash,True,reject
913,Invoice,False,verify
1776,Card,False,approve
2619,Cash,True,reject
2733,Cash,True,reject
2948,Cash,True,reject
1665,Cash,False,reject
2620,Invoice,True,verify
1850,Cash,True,reject
5208,Cash,True,reject
1727,Invoice,False,verify
1009,Cash,True,reject
43,Invoice,True,approve
2435,Invoice,False,verify
1979,Cash,True,reject
5506,Invoice,True,verify
5756,Invoice,True,verify
8857,Cash,False,reject
1216,Invoice,True,verify
3744,Invoice,True,verify
9922,Card,True,verify
3124,Cash,True,reject
7019,Invoice,True,verify
7999,Invoice,True,verify
111,Cash,True,approve
2061,Invoice,True,verify
5874,Cash,False,reject
2617,Cash,True,reject
2658,Invoice,False,verify
1355,Cash,True,reject
5646,Invoice,True,verify
7571,Cash,False,reject
1866,Cash,False,reject
5942,Cash,True,reject
3221,Invoice,False,verify
5002,Invoice,True,verify
3235,Cash,False,reject
3791,Invoice,True,verify
8261,Cash,False,reject
1199,Cash,True,reject
9942,Cash,False,reject
7469,Cash,True,reject
1659,Cash,True,reject
2384,Cash,True,reject
480,Cash,False,approve
4142,Invoice,True,verify
3045,Cash,False,reject
3052,Cash,False,reject
1618,Cash,True,reject
748,Cash,True,verify
6357,Invoice,True,verify
5568,Cash,False,reject
3257,Invoice,False,verify
1165,Card,True,approve
3348,Cash,True,reject
1439,Cash,True,reject
2362,Invoice,True,verify
2237,Invoice,True,verify
5727,Card,True,verify
1901,Cash,True,reject
3858,Cash,True,reject
1298,Cash,True,reject
1555,Invoice,True,verify
1533,Cash,True,reject
5233,Cash,False,reject
2664,Cash,False,reject
4502,Invoice,True,verify
1888,Cash,True,reject
2003,Invoice,True,verify
1217,Cash,True,reject
8841,Cash,True,reject
1424,Invoice,True,verify
1666,Invoice,True,verify
6938,Invoice,True,verify
1245,Card,True,approve
6847,Invoice,True,verify
1960,Invoice,True,verify
8823,Invoice,True,verify
7289,Card,True,verify
4713,Cash,False,reject
2021,Invoice,True,verify
734,Invoice,True,approve
6435,Invoice,False,verify
10,Cash,True,approve
638,Cash,True,verify
4619,Cash,True,reject
1040,Invoice,False,verify
6029,Invoice,True,verify
1043,Card,False,approve
6208,Cash,True,reject
274,Cash,True,approve
4905,Invoice,True,verify
3607,Invoice,True,verify
4771,Invoice,True,verify
8659,Cash,True,reject
9037,Cash,False,reject
5755,Invoice,True,verify
317,Cash,True,approve
3223,Invoice,False,verify
349,Cash,False,approve
2924,Cash,False,reject
550,Cash,False,approve
1307,Invoice,True,verify
9596,Cash,False,reject
1391,Cash,False,reject
5688,Invoice,True,verify
879,Card,False,approve
459,Invoice,False,verify
1230,Invoice,True,verify
1815,Cash,True,reject
6979,Card,False,verify
6964,Invoice,True,verify
1563,Invoice,True,verify
1368,Cash,True,reject
4004,Invoice,False,verify
2609,Invoice,True,verify
2326,Card,True,approve
1960,Invoice,True,verify
1574,Invoice,True,verify
8488,Invoice,True,verify
953,Cash,True,verify
5952,Cash,True,reject
5936,Cash,True,reject
4666,Invoice,True,verify
1800,Cash,True,reject
9850,Card,True,verify
833,Cash,True,verify
1456,Invoice,True,verify
1779,Invoice,True,verify
325,Invoice,False,verify
5193,Invoice,False,verify
5071,Invoice,True,verify
1749,Invoice,True,verify
6923,Cash,True,reject
3198,Invoice,True,verify
2661,Invoice,True,verify
3164,Cash,True,reject
1890,Invoice,True,verify
3585,Cash,False,reject
1770,Cash,True,reject
8559,Invoice,True,verify
123,Cash,True,approve
923,Invoice,False,verify
3718,Card,True,approve
43,Invoice,True,approve
8220,Invoice,True,verify
613,Invoice,False,verify
3795,Cash,True,reject
2439,Cash,True,reject
276,Invoice,True,approve
2249,Cash,False,reject
1786,Card,False,approve
154,Cash,True,approve
1575,Invoice,False,verify
5132,Cash,True,reject
430,Invoice,True,approve
165,Invoice,True,approve
2444,Card,True,approve
1322,Cash,True,reject
1219,Invoice,True,verify
1317,Cash,True,reject
659,Cash,True,verify
1080,Invoice,True,verify
1046,Cash,False,reject
2987,Invoice,False,verify
721,Cash,True,verify
6330,Invoice,True,verify
7355,Invoice,False,verify
749,Card,True,approve
1977,Cash,True,reject
303,Invoice,False,verify
1168,Invoice,True,verify
1515,Invoice,True,verify
651,Invoice,True,approve
506,Cash,True,verify
481,Cash,False,approve
420,Invoice,True,approve
6322,Cash,False,reject
4028,Invoice,True,verify
4329,Invoice,False,verify
5607,Invoice,True,verify
844,Invoice,True,approve
1692,Cash,False,reject
1849,Invoice,True,verify
1650,Cash,True,reject
7073,Cash,False,reject
1625,Invoice,True,verify
1320,Invoice,True,verify
9520,Cash,False,reject
2005,Cash,True,reject
1940,Invoice,True,verify
4945,Invoice,True,verify
7800,Cash,False,reject
1270,Invoice,False,verify
481,Invoice,True,approve
1036,Invoice,True,verify
267,Invoice,True,approve
1452,Invoice,False,verify
4770,Invoice,True,verify
779,Card,False,approve
820,Cash,True,verify
3864,Card,False,approve
1953,Cash,True,reject
2901,Invoice,True,verify
283,Invoice,True,approve
930,Cash,True,verify
381,Cash,True,approve
3112,Invoice,True,verify
1424,Cash,True,reject
1418,Cash,True,reject
531,Invoice,False,verify
4751,Invoice,False,verify
6356,Cash,False,reject
3058,Cash,True,reject
3406,Cash,True,reject
2691,Cash,True,reject
1585,Card,True,approve
6474,Cash,True,reject
441,Card,True,approve
7789,Card,False,verify
892,Cash,True,verify
3151,Cash,True,reject
3480,Cash,True,reject
6675,Invoice,True,verify
233,Invoice,True,approve
1282,Cash,True,reject
2616,Invoice,True,verify
7954,Invoice,True,verify
1556,Invoice,True,verify
390,Cash,True,approve
3952,Cash,False,reject
4954,Cash,True,reject
1252,Card,True,approve
9206,Invoice,True,verify
5582,Cash,False,reject
6205,Cash,True,reject
958,Cash,False,approve
1742,Invoice,True,verify
4656,Cash,True,reject
1400,Invoice,True,verify
1008,Invoice,True,verify
4620,Invoice,False,verify
1933,Invoice,True,verify
304,Cash,False,approve
1427,Cash,True,reject
1506,Card,True,approve
934,Cash,True,verify
239,Invoice,True,approve
452,Invoice,True,approve
5324,Invoice,False,verify
9633,Card,True,verify
6690,Cash,True,reject
5127,Cash,False,reject
904,Cash,False,approve
1015,Cash,True,reject
676,Cash,True,verify
1697,Card,True,approve
3653,Invoice,True,verify
6782,Invoice,True,verify
554,Cash,True,verify
9241,Card,True,verify
6427,Cash,True,reject
6643,Cash,True,reject
5957,Cash,True,reject
5796,Cash,False,reject
2628,Cash,True,reject
2543,Invoice,True,verify
1896,Cash,True,reject
7420,Card,True,verify
363,Cash,True,approve
7554,Card,True,verify
538,Invoice,False,verify
1588,Invoice,False,verify
400,Invoice,True,approve
300,Invoice,True,approve
3712,Cash,True,reject
1512,Invoice,True,verify
6576,Invoice,True,verify
4475,Invoice,True,verify
899,Invoice,False,verify
678,Cash,True,verify
3121,Cash,False,reject
7895,Cash,False,reject
5125,Cash,True,reject
4310,Cash,True,reject
1526,Cash,False,reject
483,Invoice,True,approve
1206,Cash,True,reject
8553,Cash,True,reject
6691,Invoice,True,verify
357,Invoice,True,approve
1761,Invoice,True,verify
2107,Cash,False,reject
1286,Cash,True,reject
949,Cash,True,verify
868,Invoice,True,approve
1740,Cash,True,reject
7707,Cash,True,reject
1702,Card,True,approve
193,Invoice,True,approve
2852,Invoice,True,verify
8184,Invoice,False,verify
1368,Invoice,False,verify
7824,Invoice,True,verify
1989,Invoice,False,verify
1674,Invoice,True,verify
3734,Card,True,approve
8998,Cash,False,reject
3612,Invoice,True,verify
4907,Invoice,False,verify
1962,Invoice,True,verify
366,Cash,True,approve
5799,Cash,True,reject
1057,Invoice,True,verify
1967,Invoice,True,verify
1778,Cash,True,reject
285,Invoice,True,approve
856,Invoice,True,approve
5605,Cash,True,reject
22,Invoice,False,verify
1107,Cash,True,reject
520,Invoice,True,approve
629,Invoice,True,approve
1078,Invoice,True,verify
6721,Invoice,True,verify
533,Cash,True,verify
5866,Cash,True,reject
2616,Cash,False,reject
8255,Invoice,True,verify
2360,Cash,True,reject
161,Card,True,approve
9927,Cash,True,reject
4137,Invoice,False,verify
5343,Invoice,True,verify
175,Cash,False,approve
2130,Invoice,True,verify
6596,Invoice,True,verify
901,Invoice,True,approve
6227,Cash,True,reject
4438,Card,False,approve
6476,Card,True,verify
4240,Invoice,True,verify
5480,Invoice,True,verify
135,Cash,True,approve
1919,Invoice,True,verify
3655,Cash,True,reject
2058,Invoice,True,verify
2687,Invoice,True,verify
6707,Cash,True,reject
3556,Invoice,True,verify
601,Invoice,True,approve
1104,Invoice,True,verify
2676,Invoice,False,verify
5178,Invoice,False,verify
3023,Cash,True,reject
4923,Card,True,approve
1095,Invoice,True,verify
1475,Invoice,True,verify
1056,Cash,True,reject
1149,Invoice,True,verify
1780,Invoice,True,verify
1557,Invoice,False,verify
182,Cash,True,approve
1813,Card,True,approve
1412,Cash,True,reject
6567,Cash,True,reject
6798,Invoice,True,verify
