Amount,Means,Business,decision
2309,Invoice,True,verify
1141,Invoice,True,verify
172,Card,True,approve
577,Cash,True,verify
1070,Cash,True,reject
2550,Invoice,True,verify
793,Cash,False,approve
1434,Cash,False,reject
1834,Invoice,False,verify
1963,Invoice,False,verify
3624,Invoice,False,verify
2396,Invoice,True,verify
976,Cash,True,verify
7551,Invoice,True,verify
1040,Card,True,approve
1139,Cash,True,reject
723,Card,True,approve
1337,Cash,True,reject
7464,Cash,False,reject
8108,Cash,False,reject
9752,Cash,True,reject
3169,Cash,True,reject
5274,Invoice,True,verify
3734,Invoice,False,verify
402,Invoice,False,verify
1175,Invoice,True,verify
275,Invoice,True,approve
6308,Invoice,True,verify
4707,Invoice,True,verify
38,Cash,True,approve
366,Cash,True,approve
601,Card,True,approve
937,Cash,True,verify
6940,Cash,True,reject
2079,Cash,True,reject
9305,Invoice,True,verify
4883,Cash,False,reject
1686,Cash,True,reject
833,Cash,False,approve
3863,Invoice,True,verify
3651,Cash,False,reject
81,Invoice,True,approve
7803,Invoice,True,verify
2931,Invoice,True,verify
3416,Invoice,True,verify
298,Cash,True,approve
778,Invoice,True,approve
4175,Invoice,False,verify
1379,Invoice,False,verify
1067,Invoice,True,verify
4,Invoice,True,approve
549,Cash,True,verify
9101,Invoice,True,verify
6621,Invoice,True,verify
229,Invoice,True,approve
3887,Invoice,False,verify
5458,Cash,True,reject
5786,Invoice,False,verify
2360,Cash,True,reject
1600,Invoice,False,verify
450,Invoice,False,verify
548,Cash,True,verify
742,Cash,False,approve
7466,Invoice,True,verify
5482,Cash,True,reject
6032,Cash,False,reject
6828,Invoice,True,verify
1838,Invoice,True,verify
786,Invoice,True,approve
571,Cash,True,verify
183,Cash,True,approve
6344,Invoice,False,verify
3692,Invoice,True,verify
7336,Invoice,False,verify
47,Cash,True,approve
3332,Invoice,True,verify
7460,Card,False,verify
2761,Cash,True,reject
998,Invoice,False,verify
1938,Invoice,True,verify
2908,Invoice,True,verify
5810,Cash,True,reject
1980,Invoice,True,verify
2310,Cash,False,reject
1598,Card,True,approve
1329,Cash,True,reject
2491,Invoice,True,verify
446,Invoice,True,approve
1945,Invoice,True,verify
2719,Invoice,True,verify
8858,Invoice,True,verify
9485,Invoice,True,verify
560,Invoice,True,approve
2154,Invoice,True,verify
6510,Invoice,True,verify
4393,Invoice,True,verify
330,Cash,True,approve
4221,Cash,True,reject
1679,Cash,False,reject
51,Cash,False,approve
2684,Invoice,False,verify
9675,Invoice,True,verify
780,Cash,False,approve
5738,Invoice,False,verify
1512,Invoice,True,verify
541,Cash,False,approve
4685,Cash,True,reject
7925,Invoice,True,verify
1909,Invoice,False,verify
771,Invoice,True,approve
6192,Cash,True,reject
3242,Invoice,True,verify
1866,Cash,True,reject
790,Cash,False,approve
6692,Cash,True,reject
3757,Invoice,True,verify
6659,Cash,True,reject
190,Invoice,True,approve
3264,Card,False,approve
85,Cash,False,approve
8804,Cash,True,reject
1163,Invoice,True,verify
1736,Cash,False,reject
236,Invoice,True,approve
6522,Invoice,True,verify
1246,Invoice,True,verify
1946,Cash,True,reject
321,Invoice,False,verify
3499,Cash,False,reject
5207,Invoice,True,verify
2421,Invoice,True,verify
738,Invoice,False,verify
2720,Invoice,True,verify
1487,Invoice,True,verify
6618,Invoice,False,verify
6145,Cash,True,reject
6977,Cash,True,reject
93,Cash,False,approve
110,Cash,False,approve
5354,Invoice,True,verify
2670,Card,False,approve
7998,Invoice,True,verify
8583,Invoice,True,verify
1298,Invoice,True,verify
1044,Invoice,True,verify
1405,Invoice,True,verify
1578,Card,True,approve
319,Invoice,False,verify
841,Invoice,False,verify
1698,Card,True,approve
502,Cash,True,verify
5928,Invoice,False,verify
569,Invoice,False,verify
6556,Invoice,False,verify
654,Invoice,True,approve
277,Cash,True,approve
278,Cash,True,approve
576,Card,True,approve
8535,Cash,True,reject
1360,Invoice,True,verify
1422,Invoice,True,verify
2809,Invoice,True,verify
400,Invoice,False,verify
6728,Invoice,True,verify
8767,Card,True,verify
865,Cash,False,approve
8999,Cash,True,reject
1227,Invoice,True,verify
1178,Invoice,True,verify
823,Cash,True,verify
1253,Card,True,approve
1082,Invoice,False,verify
4357,Cash,True,reject
6633,Invoice,True,verify
641,Cash,False,approve
7851,Card,False,verify
9971,Cash,True,reject
1489,Cash,True,reject
1810,Invoice,True,verify
1360,Cash,True,reject
3159,Invoice,False,verify
7486,Invoice,False,verify
1856,Cash,True,reject
3090,Invoice,True,verify
1049,Cash,True,reject
5764,Invoice,True,verify
530,Invoice,True,approve
4975,Cash,False,reject
7939,Invoice,True,verify
6482,Invoice,True,verify
4743,Cash,True,reject
6117,Invoice,True,verify
4711,Invoice,True,verify
550,Card,True,approve
2490,Cash,False,reject
6773,Invoice,True,verify
1180,Invoice,True,verify
1874,Invoice,True,verify
2162,Invoice,False,verify
1524,Invoice,True,verify
452,Invoice,True,approve
1450,Cash,True,reject
8969,Invoice,True,verify
1538,Invoice,True,verify
1869,Invoice,False,verify
1514,Cash,True,reject
44,Cash,True,approve
1250,Cash,True,reject
5014,Invoice,True,verify
4887,Invoice,True,verify
738,Cash,True,verify
1574,Cash,False,reject
3484,Invoice,False,verify
2215,Invoice,False,verify
5926,Invoice,True,verify
663,Cash,True,verify
4157,Cash,True,reject
8037,Invoice,False,verify
2197,Invoice,True,verify
4629,Cash,True,reject
2364,Invoice,True,verify
606,Cash,False,approve
224,Invoice,False,verify
1606,Invoice,True,verify
1908,Cash,True,reject
562,Cash,False,approve
7820,Invoice,True,verify
1620,Card,True,approve
4299,Cash,False,reject
6866,Invoice,True,verify
6568,Card,True,verify
4717,Invoice,True,verify
1953,Cash,True,reject
6493,Cash,True,reject
1145,Cash,True,reject
6160,Card,True,verify
1536,Cash,True,reject
6660,Cash,False,reject
6028,Invoice,True,verify
8190,Cash,True,reject
1628,Cash,True,reject
1201,Invoice,True,verify
3129,Invoice,False,verify
4594,Cash,True,reject
6637,Invoice,False,verify
927,Invoice,True,approve
869,Cash,True,verify
169,Card,True,approve
5863,Cash,True,reject
1441,Invoice,False,verify
202,Invoice,True,approve
4538,Invoice,True,verify
652,Invoice,True,approve
7161,Cash,True,reject
1483,Cash,True,reject
3,Invoice,True,approve
1635,Invoice,True,verify
1492,Card,True,approve
342,Invoice,True,approve
3625,Cash,True,reject
5382,Invoice,True,verify
763,Cash,True,verify
5284,Invoice,True,verify
1507,Card,False,approve
1138,Cash,True,reject
5667,Card,False,verify
1043,Cash,True,reject
1505,Cash,True,reject
9829,Cash,False,reject
944,Cash,True,verify
270,Card,True,approve
2877,Invoice,True,verify
6441,Cash,True,reject
6799,Card,True,verify
7035,Cash,True,reject
3060,Invoice,True,verify
69,Invoice,False,verify
2927,Invoice,True,verify
5927,Cash,False,reject
1015,Invoice,True,verify
5476,Invoice,False,verify
6707,Cash,True,reject
5783,Invoice,True,verify
308,Cash,True,approve
1229,Card,False,approve
1809,Card,True,approve
5527,Invoice,True,verify
1731,Invoice,True,verify
1111,Cash,True,reject
2311,Invoice,True,verify
1648,Cash,True,reject
2235,Invoice,False,verify
2544,Cash,False,reject
1162,Invoice,True,verify
1494,Invoice,True,verify
6759,Cash,True,reject
3053,Invoice,True,verify
183,Invoice,True,approve
5855,Cash,True,reject
759,Cash,True,verify
470,Invoice,False,verify
5186,Invoice,True,verify
6240,Invoice,True,verify
6676,Invoice,False,verify
6122,Invoice,True,verify
6557,Invoice,True,verify
428,Cash,False,approve
1173,Invoice,True,verify
5486,Cash,True,reject
2916,Invoice,False,verify
5511,Invoice,True,verify
1387,Invoice,False,verify
7229,Invoice,True,verify
5600,Cash,False,reject
1834,Cash,True,reject
1283,Cash,True,reject
5077,Cash,True,reject
985,Invoice,False,verify
1823,Invoice,True,verify
1679,Invoice,True,verify
6427,Invoice,True,verify
5240,Cash,True,reject
8742,Cash,True,reject
1884,Invoice,False,verify
1380,Cash,False,reject
6527,Cash,True,reject
803,Cash,False,approve
1755,Card,True,approve
688,Cash,True,verify
188,Cash,False,approve
1953,Invoice,True,verify
3267,Invoice,False,verify
155,Invoice,True,approve
2280,Cash,False,reject
1210,Invoice,True,verify
1151,Cash,True,reject
1506,Invoice,True,verify
1190,Cash,True,reject
8715,Invoice,True,verify
263,Cash,True,approve
1476,Invoice,True,verify
9248,Invoice,True,verify
6797,Cash,False,reject
1419,Invoice,True,verify
61,Invoice,True,approve
3930,Invoice,False,verify
6986,Invoice,True,verify
430,Invoice,False,verify
620,Invoice,True,approve
1476,Cash,True,reject
976,Invoice,True,approve
5634,Cash,False,reject
4198,Card,True,approve
4419,Cash,False,reject
1679,Cash,False,reject
5966,Cash,True,reject
99,Card,True,approve
4372,Cash,True,reject
2471,Invoice,True,verify
1668,Invoice,True,verify
4415,Invoice,False,verify
2029,Cash,True,reject
7649,Card,False,verify
6092,Invoice,True,verify
1611,Cash,True,reject
1594,Invoice,False,verify
9230,Invoice,False,verify
1188,Invoice,False,verify
906,Invoice,False,verify
6772,Card,False,verify
5051,Cash,True,reject
1562,Cash,True,reject
1949,Cash,True,reject
1471,Card,True,approve
5080,Card,True,verify
1914,Invoice,True,verify
2932,Cash,True,reject
1020,Invoice,False,verify
9653,Invoice,True,verify
2598,Cash,True,reject
5609,Invoice,True,verify
716,Invoice,False,verify
1644,Cash,False,reject
959,Cash,False,approve
9030,Invoice,True,verify
1558,Invoice,True,verify
6054,Invoice,True,verify
3808,Invoice,True,verify
3750,Cash,True,reject
9785,Invoice,True,verify
1121,Cash,True,reject
7274,Invoice,False,verify
3642,Invoice,False,verify
2557,Cash,True,reject
5117,Card,True,verify
891,Invoice,True,approve
9491,Invoice,False,verify
24,Cash,True,approve
1719,Invoice,False,verify
582,Card,True,approve
3579,Cash,True,reject
1737,Invoice,True,verify
1628,Cash,True,reject
9894,Cash,True,reject
1544,Invoice,True,verify
2653,Invoice,False,verify
1180,Invoice,True,verify
5834,Cash,True,reject
3513,Invoice,True,verify
1448,Cash,True,reject
1031,Invoice,True,verify
437,Card,False,approve
2367,Cash,True,reject
9138,Invoice,False,verify
432,Cash,False,approve
780,Cash,True,verify
1625,Cash,True,reject
25,Invoice,True,approve
9129,Cash,True,reject
988,Invoice,False,verify
9557,Invoice,False,verify
8690,Cash,True,reject
5804,Invoice,False,verify
1748,Invoice,True,verify
6455,Cash,False,reject
5613,Invoice,True,verify
1447,Card,True,approve
6744,Cash,True,reject
103,Cash,False,approve
210,Cash,True,approve
838,Card,False,approve
157,Invoice,False,verify
210,Cash,True,approve
3441,Invoice,True,verify
5902,Cash,False,reject
2390,Invoice,True,verify
1003,Invoice,False,verify
1923,Cash,True,reject
4561,Cash,True,reject
4285,Invoice,False,verify
9598,Cash,True,reject
976,Cash,True,verify
2387,Invoice,True,verify
6447,Invoice,False,verify
3431,Card,True,approve
3595,Invoice,True,verify
8162,Cash,True,reject
1643,Invoice,True,verify
8258,Card,False,verify
2478,Invoice,True,verify
5806,Invoice,True,verify
5818,Cash,False,reject
356,Cash,False,approve
103,Cash,True,approve
9807,Invoice,True,verify
1965,Cash,True,reject
8299,Cash,False,reject
1547,Cash,True,reject
1595,Invoice,True,verify
6958,Cash,False,reject
2376,Invoice,True,verify
3091,Invoice,False,verify
3248,Cash,False,reject
1880,Invoice,True,verify
1493,Card,True,approve
536,Cash,True,verify
9417,Invoice,True,verify
1364,Invoice,False,verify
5752,Invoice,True,verify
3199,Invoice,True,verify
6052,Invoice,True,verify
4541,Invoice,True,verify
2523,Cash,True,reject
9624,Cash,False,reject
5701,Cash,False,reject
6497,Invoice,True,verify
2815,Invoice,True,verify
967,Invoice,False,verify
2339,Invoice,False,verify
1401,Invoice,False,verify
1992,Cash,True,reject
672,Invoice,True,approve
294,Cash,True,approve
2347,Cash,True,reject
1816,Card,True,approve
6297,Cash,True,reject
4371,Invoice,True,verify
1564,Cash,True,reject
1997,Cash,True,reject
1361,Cash,True,reject
189,Cash,True,approve
1664,Invoice,True,verify
2604,Invoice,True,verify
411,Cash,True,approve
3444,Cash,True,reject
3396,Cash,True,reject
3119,Cash,True,reject
148,Cash,False,approve
1851,Invoice,True,verify
565,Invoice,True,approve
836,Cash,False,approve
3753,Cash,False,reject
1254,Invoice,True,verify
717,Invoice,True,approve
1914,Invoice,True,verify
9431,Cash,True,reject
3010,Cash,True,reject
924,Invoice,False,verify
3289,Invoice,True,verify
617,Invoice,False,verify
1897,Invoice,True,verify
5970,Cash,True,reject
3280,Cash,True,reject
2896,Invoice,True,verify
6904,Invoice,False,verify
5719,Invoice,True,verify
5743,Card,False,verify
2540,Card,False,approve
464,Invoice,True,approve
1591,Card,True,approve
5084,Invoice,True,verify
561,Invoice,True,approve
1032,Invoice,False,verify
9178,Cash,True,reject
8153,Invoice,True,verify
567,Invoice,True,approve
4504,Cash,True,reject
1665,Invoice,True,verify
405,Invoice,True,approve
6931,Cash,True,reject
5602,Cash,True,reject
1854,Invoice,True,verify
1032,Cash,True,reject
2541,Card,True,approve
2138,Invoice,True,verify
286,Cash,True,approve
7358,Cash,True,reject
975,Cash,True,verify
773,Invoice,True,approve
1865,Cash,True,reject
724,Invoice,True,approve
1487,Cash,True,reject
2841,Invoice,True,verify
1417,Invoice,True,verify
1917,Invoice,True,verify
3577,Cash,True,reject
4763,Card,False,approve
855,Card,True,approve
1257,Card,True,approve
4676,Invoice,False,verify
3603,Cash,False,reject
387,Cash,False,approve
867,Card,True,approve
6993,Invoice,True,verify
3589,Invoice,True,verify
6678,Invoice,True,verify
56,Card,False,approve
4142,Invoice,True,verify
453,Cash,False,approve
3340,Cash,True,reject
8745,Invoice,True,verify
1345,Cash,False,reject
2813,Card,True,approve
1911,Invoice,True,verify
1325,Invoice,True,verify
5314,Cash,True,reject
3299,Cash,True,reject
432,Invoice,True,approve
1108,Cash,True,reject
2806,Invoice,False,verify
1730,Invoice,True,verify
792,Invoice,True,approve
9912,Cash,False,reject
6477,Cash,True,reject
8929,Card,False,verify
174,Card,True,approve
296,Invoice,True,approve
1698,Invoice,True,verify
6901,Cash,True,reject
3729,Invoice,True,verify
1858,Card,False,approve
7712,Card,False,verify
1634,Cash,True,reject
903,Invoice,False,verify
6786,Invoice,True,verify
1915,Cash,False,reject
6943,Cash,False,reject
982,Invoice,True,approve
6844,Invoice,True,verify
6563,Cash,True,reject
1536,Cash,True,reject
4425,Cash,True,reject
1176,Card,True,approve
618,Invoice,True,approve
933,Card,False,approve
8568,Card,True,verify
298,Card,True,approve
3362,Cash,True,reject
8667,Invoice,True,verify
1021,Cash,True,reject
406,Invoice,False,verify
155,Invoice,False,verify
6655,Cash,False,reject
1427,Invoice,True,verify
156,Invoice,False,verify
4520,Cash,True,reject
480,Cash,True,approve
8976,Invoice,True,verify
7211,Invoice,False,verify
1095,Cash,True,reject
2000,Cash,True,reject
3474,Invoice,False,verify
1725,Invoice,True,verify
1099,Cash,True,reject
2210,Cash,False,reject
9946,Cash,True,reject
95,Cash,True,approve
5399,Invoice,True,verify
140,Cash,True,approve
621,Cash,True,verify
59,Cash,False,approve
1637,Invoice,True,verify
451,Cash,True,approve
1967,Card,True,approve
2143,Cash,True,reject
1244,Invoice,True,verify
6149,Cash,True,reject
5675,Invoice,False,verify
6233,Invoice,False,verify
7950,Invoice,True,verify
3995,Cash,False,reject
1551,Cash,True,reject
1396,Invoice,False,verify
853,Invoice,False,verify
3993,Cash,True,reject
148,Card,False,approve
9936,Cash,True,reject
8192,Invoice,False,verify
5057,Invoice,False,verify
309,Cash,True,approve
1361,Cash,False,reject
3015,Cash,False,reject
633,Cash,True,verify
2506,Cash,False,reject
6742,Cash,True,reject
3873,Invoice,True,verify
456,Invoice,False,verify
8507,Card,True,verify
3738,Cash,True,reject
5684,Invoice,False,verify
821,Card,False,approve
7250,Invoice,False,verify
4345,Cash,True,reject
4890,Invoice,True,verify
2127,Invoice,False,verify
2131,Cash,True,reject
1592,Invoice,True,verify
1064,Invoice,True,verify
945,Card,True,approve
3002,Invoice,False,verify
2775,Card,True,approve
2808,Cash,True,reject
5074,Cash,True,reject
1780,Cash,True,reject
932,Cash,True,verify
945,Invoice,False,verify
7501,Cash,True,reject
3330,Cash,False,reject
3969,Card,True,approve
6777,Cash,True,reject
1218,Card,True,approve
1886,Invoice,False,verify
1034,Invoice,False,verify
188,Invoice,True,approve
1487,Cash,True,reject
547,Invoice,True,approve
7851,Card,False,verify
1167,Invoice,True,verify
4510,Cash,True,reject
7284,Cash,False,reject
1684,Cash,True,reject
3064,Cash,False,reject
1921,Invoice,True,verify
8765,Cash,True,reject
9852,Invoice,False,verify
1560,Card,True,approve
5471,Cash,True,reject
1521,Invoice,True,verify
7833,Invoice,True,verify
9950,Invoice,True,verify
3565,Cash,True,reject
1056,Cash,True,reject
824,Cash,True,verify
167,Cash,False,approve
397,Card,True,approve
1560,Invoice,True,verify
324,Invoice,True,approve
9767,Cash,True,reject
1713,Invoice,True,verify
8811,Invoice,True,verify
6506,Invoice,True,verify
1313,Invoice,True,verify
2599,Invoice,False,verify
4286,Card,True,approve
2436,Invoice,False,verify
2860,Invoice,True,verify
1308,Cash,True,reject
6783,Invoice,True,verify
3619,Invoice,True,verify
4383,Cash,True,reject
5479,Cash,True,reject
5916,Invoice,False,verify
340,Invoice,False,verify
2023,Cash,True,reject
5348,Invoice,True,verify
4337,Cash,False,reject
1811,Card,False,approve
1057,Invoice,True,verify
6538,Cash,True,reject
6756,Invoice,True,verify
2432,Cash,True,reject
178,Cash,True,approve
9180,Invoice,False,verify
4148,Card,False,approve
3333,Invoice,False,verify
7952,Cash,False,reject
4053,Cash,True,reject
1053,Invoice,True,verify
1579,Cash,False,reject
1948,Invoice,False,verify
1137,Invoice,True,verify
1252,Invoice,False,verify
424,Cash,False,approve
5534,Cash,True,reject
1224,Cash,True,reject
2917,Invoice,False,verify
7813,Card,False,verify
4925,Invoice,True,verify
8809,Invoice,False,verify
1079,Cash,True,reject
1043,Cash,True,reject
296,Invoice,True,approve
5718,Invoice,False,verify
1463,Card,True,approve
960,Invoice,True,approve
787,Cash,False,approve
1593,Cash,True,reject
1564,Cash,True,reject
1183,Cash,True,reject
5681,Card,True,verify
6970,Invoice,True,verify
5091,Invoice,True,verify
7451,Invoice,False,verify
1451,Card,True,approve
1630,Cash,False,reject
491,Invoice,False,verify
1324,Cash,True,reject
334,Invoice,True,approve
1879,Cash,False,reject
1547,Invoice,False,verify
1699,Cash,False,reject
752,Cash,False,approve
2239,Invoice,True,verify
1624,Invoice,True,verify
1334,Invoice,False,verify
3556,Invoice,False,verify
5366,Invoice,True,verify
7607,Invoice,True,verify
1409,Cash,True,reject
6687,Invoice,False,verify
921,Cash,True,verify
1250,Cash,True,reject
1175,Invoice,True,verify
128,Cash,False,approve
7259,Invoice,False,verify
89,Card,True,approve
4264,Cash,True,reject
272,Cash,True,approve
639,Invoice,True,approve
6094,Invoice,True,verify
9439,Cash,False,reject
1299,Invoice,False,verify
4865,Cash,True,reject
7886,Invoice,False,verify
8671,Invoice,False,verify
344,Invoice,False,verify
4400,Cash,True,reject
6899,Cash,True,reject
5375,Invoice,True,verify
4772,Invoice,False,verify
1552,Invoice,True,verify
567,Cash,True,verify
6552,Cash,True,reject
6636,Invoice,True,verify
3524,Cash,True,reject
1090,Invoice,False,verify
5556,Invoice,True,verify
357,Invoice,False,verify
1468,Cash,False,reject
4973,Invoice,True,verify
9033,Cash,True,reject
2470,Cash,True,reject
7296,Invoice,True,verify
1538,Invoice,False,verify
7099,Invoice,False,verify
5625,Invoice,False,verify
918,Card,False,approve
3756,Invoice,True,verify
4136,Invoice,True,verify
253,Invoice,True,approve
6853,Invoice,False,verify
5309,Invoice,True,verify
8147,Cash,True,reject
1327,Invoice,True,verify
46,Cash,False,approve
1156,Invoice,True,verify
811,Invoice,True,approve
522,Cash,False,approve
4815,Cash,False,reject
9159,Card,True,verify
6371,Cash,True,reject
1250,Invoice,False,verify
1634,Invoice,False,verify
1491,Invoice,True,verify
80,Invoice,True,approve
686,Cash,True,verify
5509,Card,True,verify
1056,Invoice,True,verify
1707,Invoice,True,verify
24,Card,False,approve
855,Invoice,False,verify
4326,Invoice,False,verify
6346,Invoice,True,verify
724,Invoice,False,verify
1115,Invoice,True,verify
410,Invoice,True,approve
1408,Cash,True,reject
800,Invoice,True,approve
6442,Cash,True,reject
2104,Invoice,True,verify
5930,Invoice,True,verify
1380,Invoice,False,verify
570,Invoice,True,approve
4567,Invoice,True,verify
6067,Card,True,verify
1305,Invoice,True,verify
5449,Card,True,verify
5050,Invoice,False,verify
1008,Invoice,False,verify
1588,Invoice,True,verify
473,Invoice,True,approve
1929,Invoice,True,verify
3332,Card,True,approve
504,Cash,True,verify
1174,Invoice,True,verify
2272,Invoice,True,verify
3724,Cash,False,reject
650,Invoice,True,approve
90,Cash,True,approve
709,Invoice,False,verify
1817,Invoice,True,verify
9201,Invoice,True,verify
5673,Invoice,True,verify
1762,Cash,True,reject
1902,Cash,True,reject
5249,Cash,False,reject
2892,Cash,True,reject
2207,Invoice,False,verify
1376,Cash,True,reject
392,Invoice,False,verify
1344,Cash,False,reject
6422,Cash,True,reject
2422,Invoice,True,verify
7471,Cash,False,reject
1452,Invoice,False,verify
4751,Cash,False,reject
4430,Cash,True,reject
4850,Cash,True,reject
4411,Cash,True,reject
35,Cash,False,approve
1537,Invoice,True,verify
5251,Cash,True,reject
1132,Cash,True,reject
1715,Invoice,True,verify
2993,Invoice,True,verify
579,Cash,True,verify
2710,Invoice,True,verify
1259,Cash,True,reject
5697,Invoice,True,verify
9423,Cash,False,reject
1831,Invoice,False,verify
3281,Cash,True,reject
3996,Invoice,False,verify
74,Cash,True,approve
1639,Invoice,True,verify
1424,Invoice,False,verify
1432,Invoice,True,verify
670,Invoice,True,approve
506,Cash,True,verify
5855,Invoice,True,verify
6189,Invoice,True,verify
7177,Invoice,False,verify
8781,Cash,True,reject
605,Invoice,False,verify
5710,Invoice,True,verify
1587,Invoice,True,verify
1222,Cash,True,reject
6199,Invoice,True,verify
1134,Cash,True,reject
8691,Invoice,True,verify
354,Cash,True,approve
4432,Cash,False,reject
1068,Card,True,approve
