Amount,Means,Business,decision
1761,Cash,True,reject
5062,Invoice,False,verify
67,Cash,True,approve
3914,Cash,False,reject
794,Card,True,approve
6047,Invoice,True,verify
3658,Invoice,True,verify
1503,Card,True,approve
9954,Invoice,True,verify
8454,Invoice,False,verify
6845,Invoice,False,verify
8628,Cash,False,reject
5742,Invoice,True,verify
1794,Invoice,True,verify
913,Invoice,True,approve
1919,Cash,True,reject
1755,Cash,True,reject
1566,Invoice,True,verify
7960,Cash,True,reject
3611,Invoice,True,verify
5899,Invoice,True,verify
255,Cash,True,approve
8343,Invoice,True,verify
1563,Cash,True,reject
6581,Invoice,True,verify
1331,Invoice,True,verify
8799,Invoice,True,verify
1755,Cash,True,reject
18,Cash,True,approve
1530,Invoice,True,verify
5037,Invoice,True,verify
5625,Invoice,True,verify
4569,Cash,True,reject
158,Invoice,False,verify
601,Invoice,True,approve
376,Invoice,True,approve
1411,Cash,True,reject
1668,Invoice,True,verify
4993,Cash,False,reject
3900,Invoice,True,verify
6576,Cash,True,reject
1531,Card,True,approve
6825,Cash,True,reject
6785,Cash,False,reject
9490,Cash,True,reject
2299,Invoice,True,verify
8591,Invoice,True,verify
3961,Card,True,approve
1380,Invoice,True,verify
1810,Invoice,True,verify
8695,Cash,True,reject
3782,Invoice,True,verify
6489,Cash,True,reject
826,Invoice,True,approve
658,Invoice,False,verify
9495,Invoice,True,verify
476,Cash,True,approve
5388,Cash,False,reject
7233,Card,True,verify
2700,Cash,False,reject
1572,Cash,True,reject
2212,Invoice,True,verify
674,Cash,True,verify
2634,Card,False,approve
6620,Invoice,True,verify
188,Invoice,True,approve
2,Cash,True,approve
572,Invoice,True,approve
6649,Cash,True,reject
63,Invoice,True,approve
456,Invoice,True,approve
2702,Cash,True,reject
907,Invoice,True,approve
6635,Cash,True,reject
8546,Invoice,True,verify
7385,Cash,True,reject
2406,Invoice,True,verify
1169,Card,True,approve
5676,Invoice,True,verify
375,Invoice,True,approve
735,Invoice,True,approve
366,Invoice,True,approve
6360,Invoice,False,verify
3682,Invoice,True,verify
435,Cash,True,approve
1239,Card,True,approve
6792,Cash,True,reject
4631,Card,False,approve
161,Invoice,True,approve
827,Invoice,True,approve
3601,Invoice,True,verify
1235,Invoice,True,verify
332,Invoice,True,approve
5506,Invoice,True,verify
7884,Card,True,verify
3581,Invoice,True,verify
1289,Invoice,False,verify
1746,Invoice,True,verify
6224,Cash,False,reject
583,Cash,True,verify
7022,Cash,True,reject
771,Cash,True,verify
1411,Cash,True,reject
1260,Invoice,False,verify
1051,Cash,False,reject
445,Cash,True,approve
9316,Cash,True,reject
1224,Invoice,True,verify
5249,Cash,True,reject
1257,Cash,True,reject
1262,Cash,True,reject
9904,Cash,True,reject
1832,Cash,False,reject
3995,Invoice,False,verify
5371,Invoice,True,verify
1376,Invoice,True,verify
338,Cash,True,approve
6488,Card,True,verify
4052,Cash,False,reject
3730,Invoice,True,verify
5509,Invoice,True,verify
1662,Cash,True,reject
8061,Invoice,True,verify
1350,Invoice,True,verify
5528,Cash,True,reject
1279,Invoice,True,verify
2753,Cash,False,reject
802,Invoice,False,verify
5511,Invoice,False,verify
811,Invoice,True,approve
1584,Cash,True,reject
1848,Cash,True,reject
9,Invoice,True,approve
5066,Cash,True,reject
3827,Invoice,True,verify
4899,Invoice,True,verify
470,Invoice,False,verify
6707,Cash,True,reject
6790,Invoice,True,verify
1353,Invoice,False,verify
2782,Cash,True,reject
4106,Cash,True,reject
3336,Cash,True,reject
26,Invoice,True,approve
1339,Invoice,False,verify
9729,Card,True,verify
150,Invoice,False,verify
4407,Invoice,False,verify
246,Invoice,True,approve
1416,Invoice,True,verify
305,Cash,True,approve
666,Cash,False,approve
2498,Invoice,True,verify
